"PlotID","EnteredBy","EnteredDate","SurveyDate","Camera","PhotoNum","Aspect","ParentMaterial","SlopeDeg","SlopePos","SlopeShape","FireSev","Notetaker","LgRocks","Litter","WoodyDebris","BasalVeg","Forbs","ForbHt","Grasses","GrassHt","Shrubs","ShrubHt","LiveOverstory","LiveUnderstory","SeedWallConifer","SeedWallHardwood","Representative","Planted","PlArrangement","Logged","Released","DronePlotRadius","LitterDepth","DuffDepth","CWD_rotten","CWD_sound","mass_1h_slope","mass_10h_slope","mass_100h_slope","mass_cwd_sound_slope","mass_cwd_rotten_slope","mass_total_slope","mass_fine_slope","mass_cwd_slope","mass_total_horizontal","mass_fine_horizontal","mass_cwd_horizontal","SlopeAreaSeedlings","HorizontalAreaSeedlings","HorizontalAreaTrees","SlopeAreaTrees","QUCH_NE","QUCH_NW","QUCH_SE","QUCH_SW","QUKE_NE","QUKE_NW","QUKE_SE","QUKE_SW","QUXX_NE","QUXX_NW","QUXX_SE","QUXX_SW","HasDronePlot","Type","PlotID_notype","HasPair","fire_code","Subsampled","Fire","ShrubErectHt","ShrubErectCover","ShrubErectVolume","ShrubSpecieswiseVolume","ShrubVolume","ShrubHolisticVolume","ShrubHolisticCover","ShrubHolisticHt","Notes","X","Y","normal_annual_precip","tmax","tmin","tmean","tmax_mjjas","tmin_mjjas","tmean_mjjas","bcm_tmin","bcm_tmax","bcm_tmin_july","bcm_tmax_july","bcm_tmean","bcm_tmean_july","bcm_snowpack","bcm_aet","bcm_cwd","elev","tpi100","tpi500","tpi2000","tpi5000","twi","slope_dem","aspect_dem","rad_winter","rad_winter_spring","rad_spring","rad_spring_summer","rad_summer","facts.salvage","facts.prep.nyears","facts.release.years.post","facts.thin.years.post","facts.replant.years.post","facts.planting.years.post","facts.planting.suids.noslivers","fire_year","planted_ABCO","planted_CADE27","planted_PIJE","planted_PIPO","planted_PILA","planted_PSME","planted_ABMA","planted_SEGI2","planted_PIMO3","facts.released","facts.replanted","facts.planting.first.year","planted_density_tpa"
"E0039I","AG","2018-09-06","2018-08-27","A",142050,109,"IGNEOUS",19,"M","STR",5,"NB",0.5,95,5,0.5,0.5,NA,5,60,80,90,0,0.5,NA,NA,"Y","U","U","L","N",NA,1,0.125,0,1633.25,0.049360474439468,0.377885486437251,3.91752528053915,52.997745686818,0,57.3425169282339,4.34477124141587,52.997745686818,60.6466318145969,4.59511991994651,56.0515118946504,0.04009466,0.037910245812339,0.04009466,0.042404941621148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0039",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,5880,7200,7200,80,90,"PIPJ, likely planted, just outside plot. PIPJ A-class seedlings just outside plot",-15915.0444364302,176820.195438411,676.075802521225,15.1699903274921,0.11438977848296,7.64219015329493,23.7598536693019,5.37621380118397,14.5680337337224,-1.02545224192097,14.5933522654183,6.95172265605446,26.3647469857853,6.78395001174867,16.6582348209199,363.26170415288,256.275092960102,530.394835855843,1932.19432825179,0.733729069618658,5.7159076177457,40.0876309292025,24.7002774138552,5.52772813324905,15.8676980269253,87.4143666330828,2676.53677718114,3934.95768664867,6513.99548759972,8830.67172715645,9536.91693013322,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0043I","AG","2018-09-06","2018-08-28","A",112523,47,"IGNEOUS",9,"R","STR",5,"AG",0.5,90,10,0.5,20,55,10,60,80,35,0,0,NA,NA,"Y","U","U","N","U",NA,0.375,0.5,1495,1475,0.157953518206297,0.188942743218625,1.30584176017972,47.8626510871309,36.3837271399631,85.8991162486987,1.65273802160464,84.246378227094,86.969859537817,1.67333960893856,85.2965199288784,0.04009466,0.039601028202126,0.04009466,0.040594444980327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0043",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,2840,2800,2800,80,35,"Some planting near plot, but none in plot",-15768.0283007103,176518.788865669,678.781084214212,14.667753305106,-0.193341015574582,7.23720621682659,23.1833240834953,5.04229321888,14.1128084838799,-1.13187734612495,14.1651700825979,6.89322407253666,25.8016406557604,6.51664636823646,16.3474323641485,425.044644148358,299.303271706981,471.449828147224,2004.00274897535,1.05527843418911,20.8802480036223,87.8007822035276,83.6309494370559,5.42218894649994,12.8132160737116,47.9923632381467,2016.68928767775,3138.27960738557,5834.22569798811,8581.55708675548,9665.04386798913,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0045I","AG","2018-09-13","2018-08-28","A",155914,344,"IGNEOUS",20.7,"L","STR",5,"AG",0.5,90,10,0.5,0.5,NA,0.5,NA,100,130,0,20,NA,NA,"Y","Y","U","U","U",NA,0.875,2.75,81,2907.25,0.059232569327361,0.755770972874501,0,94.3380965241094,1.97129223969031,97.1243923060016,0.815003542201863,96.3093887637997,103.8270480168,0.871247787512036,102.955800229288,0.04009466,0.037506310365153,0.04009466,0.042861634345382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0045",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,12600,13000,13000,100,130,NA,-15766.5908963186,176817.684106102,672.653289325285,15.3561375608904,0.205676080451164,7.78090680456651,23.9745378862519,5.45244919892941,14.7134935411488,-1.07941305517454,14.7407403493355,6.85219500471335,26.5871652902663,6.83066364708051,16.7196801474898,348.515329284493,252.093472499165,538.558598521121,1904.00469683678,0.82412179775533,-12.8162716531264,23.4233981810044,-2.22617733838866,7.05851643254239,20.2421504176887,15.7724416376424,666.677412566513,1600.78120337761,4478.03675112966,7816.82995232495,9166.89168606156,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0046I","AG","2018-09-06","2018-08-27","A",133640,120,"IGNEOUS",21.3,"M","STR",5,"CM",0.5,95,5,0.5,0.5,NA,30,60,50,70,0,0.5,NA,NA,"Y","U","U","N","N",NA,1.125,0.5,413,650.25,0.039488379551574,0,3.91752528053915,21.1001280470555,10.0511567282975,35.1082984354437,3.95701366009073,31.151284775353,37.6823322963187,4.24712988909986,33.4352024072188,0.04009466,0.037355842995025,0.04009466,0.043034278753385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0046",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,2400,3500,3500,50,70,"Exposed rocky soil w/ sparse grass",-15765.4399271735,176968.797436594,669.692626954638,15.407514768852,0.266798494247075,7.83715661486406,24.0304708242143,5.53089548863529,14.7806829295283,-0.963184147415566,14.9477536885183,6.96220193073206,26.8625584796374,6.99228477055139,16.9123802051847,320.428638591552,238.990056559663,561.920282770704,1900.76505254291,1.40771535446682,23.0194465853227,36.8669613284681,1.61807286392822,5.05370915915848,14.4212255014077,109.648602303604,3473.50654911168,4570.70547353077,7036.14222020207,9083.15010031582,9655.20673256147,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0049I","AG","2018-09-06","2018-08-28","A",101834,78,"IGNEOUS",24.5,"M","STR",5,"CM",10,90,0.5,0.5,0.5,NA,5,52,60,75,0,0,NA,NA,"Y","U",NA,"N",NA,NA,0.125,0,0,405,0,0,0.652920880089859,13.1419482646021,0,13.7948691446919,0.652920880089859,13.1419482646021,15.159842057238,0.717526010157461,14.4423160470805,0.04009466,0.036484587768963,0.04009466,0.044061941187209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0049",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,4500,4500,4500,60,75,"Rocky but doesn't seem like rocky outcropping (half of plot)",-15614.988344812,176667.387202291,674.216171649795,15.0542515496883,0.025170864119278,7.53971134401091,23.6272885961629,5.25149815822149,14.4393933861127,-1.13326316736325,14.7374048109873,6.7808201612484,26.5966530659592,6.80207082181201,16.6887366136038,358.630101029356,253.581796213326,537.128068459985,1944.76431700541,1.55569692897656,23.2648558581965,58.0185039151671,33.2909648857145,5.21315145637658,20.2222346713442,59.9865418076089,1886.45928665884,2903.09778814569,5546.47293659899,8274.95163011024,9212.35786007562,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0050I","AG","2018-09-13","2018-08-28","Derek's phone",1558583,215,"IGNEOUS",23,"M","STR",5,"NB",0,99,0.5,0.5,0.5,NA,0.5,NA,90,105,0,10,NA,NA,"Y","Y","U","L","U",4.4,3,2.25,225,377,0.078976759103149,0,0.652920880089859,12.2333691253209,5.47581177691752,18.4410785414315,0.731897639193007,17.7091809022384,20.0336570440302,0.795104595535761,19.2385524484944,0.04009466,0.036907329127525,0.04009466,0.043557249969537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"internal","E0050",FALSE,"E",TRUE,"Ctnwd",NA,NA,NA,7900,9450,9450,90,105,"Older release apparent on hillside. Heli salvage",-15614.6961862574,176819.613454421,671.932364264989,15.4019091061007,0.23211760817015,7.81701329964459,24.0257954408879,5.47054575421523,14.7481703343419,-1.02731586506138,15.0033821612082,6.86432174893819,26.9438709911549,6.98803314807341,16.9040963700466,324.813107657256,242.590657430339,560.071917246348,1894.42801033882,1.36531753133698,-0.779570665199931,23.8570500401064,-10.2039347151207,5.97719723226029,23.0350661682432,11.5034643551397,508.108325068762,1351.44435973228,4157.18652157243,7577.97344316761,8972.01499644851,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0051I","AG","2018-09-06","2018-08-27","A",125646,109,"IGNEOUS",20.6,"M","CAV",5,"KD",0.5,95,5,0.5,0.5,NA,20,21,80,90,0,5,NA,NA,"Y","Y","G","L","U",NA,2.25,1,0,181,0.059232569327361,1.70048468896763,2.61168352035943,5.87331515035302,0,10.2447159290074,4.37140077865442,5.87331515035302,10.9445131830421,4.67000293437897,6.27451024866311,0.04009466,0.037530988825212,0.04009466,0.042833450725276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0051",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,6550,7200,7200,80,90,"Ravine runs through plot, no riparian veg. or evidnce of long term water. Rocky soil. Large diameter salvage across hill, not near ravine",-15612.7005781045,176965.169461484,669.842686578309,15.7746226760338,0.428276182999664,8.10144916983668,24.4563490431527,5.66923883768013,15.0627937939822,-0.898809451469165,15.2500502114428,6.97897704880415,27.2583817869363,7.17562037998682,17.1186794178702,292.766042593987,235.773578846087,579.130867458986,1845.49655511738,-2.16428951302415,-19.0269868218536,-11.2105405716863,-52.8589692491111,8.70494650640472,17.7941453714996,102.273821044981,3224.72189979396,4440.4157332353,6932.8005528875,8967.9718002426,9527.30955478958,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0052I","AG","2018-09-06","2018-08-28","A",95517,119,"IGNEOUS",17.2,"U","STR",5,"AG",0.5,100,0.5,0.5,20,46,90,54,5,55,0,0.5,NA,NA,"Y","Y","U","L","U",NA,0.25,0,529,0,0.059232569327361,1.13365645931175,1.30584176017972,0,12.8742419110639,15.3729726998827,2.49873078881883,12.8742419110639,16.0926629445773,2.6157096066401,13.4769533379372,0.04009466,0.038301561134652,0.04009466,0.041971703316844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0052",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,0,275,275,5,55,"Two stumps in plot. Forbs and grass are all dead",-15466.5213730302,176670.437048294,673.45019994805,15.4159294199585,0.195089196060269,7.80550938255403,24.045976124339,5.40164931731104,14.7238127432841,-1.09624178499122,15.0263545978185,6.76813611344988,26.9962123485779,6.96505640641363,16.8821742310139,330.381633777956,245.076776441748,558.622149880038,1897.41506095757,0.439094426811073,12.8301628418998,19.3079563907579,-12.0732430100657,5.94811598610867,17.956962181702,105.723422921273,3444.92461430723,4517.52532828845,6973.05606821739,8997.14771377247,9549.24946285823,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0053I","AG","2018-09-13","2018-08-28","DY'S phone",11834,36,"IGNEOUS",15.7,"M","STR",5,"KW",0.5,99,0.5,0.5,0.5,NA,0.5,NA,90,80,0,10,NA,NA,"Y","Y","U","L","N",NA,4,1.5,0,0,0.266546561973126,0.755770972874501,1.30584176017972,0,0,2.32815929502735,2.32815929502735,0,2.41838501645983,2.41838501645983,0,0.04009466,0.038598798257776,0.04009466,0.041648492519887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0053",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,5780,7200,7200,90,80,NA,-15464.5241652001,176818.215480212,672.09487215771,15.5262527131195,0.290265199963223,7.90825896785327,24.1691340348036,5.51506885789485,14.8421013853154,-0.977516548971828,15.262935720613,6.87264758832527,27.2932583294262,7.14270958582057,17.0829529588758,300.252793294549,241.383605501179,574.31641011191,1881.58701900185,0.216520597958522,16.6888402671813,17.0060677558514,-21.7465929597865,5.80062420519861,15.7901952884437,16.1935217662163,1194.52451462594,2243.61050830259,5074.05691396417,8182.32023504082,9391.40337912243,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
"E0048I","NB","2018-09-06","2018-08-28","A",105535,76,"GRANITE",25.5,"M","STR",5,"KD",0.5,90,10,0.5,5,60,5,50,50,80,0,0.5,NA,NA,"Y","Y","U","N","U",NA,2.125,1.375,0,1846,0.039488379551574,0.566828229655876,2.61168352035943,59.9013246826059,0,63.1193248121728,3.21800012956688,59.9013246826059,69.9317016426189,3.56531419840823,66.3663874442107,0.04009466,0.036188850097011,0.04009466,0.044422018279282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"internal","E0048",FALSE,"E",FALSE,"Ctnwd",NA,NA,NA,4000,4000,4000,50,80,NA,-15618.7003854976,176521.834274047,676.436549275418,15.0337361385094,-0.018997239073909,7.50736939492557,23.6066965690297,5.19535803325875,14.4010272949499,-1.14349318523869,14.4381817619709,6.82164694748331,26.179790736848,6.64734428836612,16.5007188421656,393.824363607026,277.369771027093,503.893961076173,1948.15845576667,-0.036783368853892,2.27659155219886,45.3415902915567,30.3714946418287,6.08100481494093,26.826867333341,94.8159394485369,3154.29921043068,4168.05024653897,6587.37091511952,8665.16258114704,9205.75840594622,"yes",0,"3, 9, 9",NA,"3, 9, 9","2, 2","0517566600128000000, 0517566600128000000",1994,"yes","yes","yes","yes","yes","no","no","no","no","YES","YES",2,NA
